PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Activity Summary,Antagonist Activity,Antagonist Potency (uM),Antagonist Efficacy (%),Viability Activity,Viability Potency (uM),Viability Efficacy (%),Sample Source
1558,144208770,16653,CCSC(=O)N1CCCCCC1,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,ChemService
1559,144208771,7351,CC(C)COC(=O)C(C)C,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,SIGMA
1560,144208773,7864,COCCl,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inconclusive antagonist,,,SigmaAldrich
1561,144208774,10541,COP(=O)(OC)OC,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,SigmaAldrich
1562,144208791,6540,CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,SigmaAldrich
1563,144208802,10430,CC(C)CC(=O)O,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,SigmaAldrich
1564,144208811,7443,C1=CC(=C(C=C1[N+](=O)[O-])Cl)Cl,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,SIGMA
1565,144208813,,,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,TCI
1566,144208814,8117,C(COCCO)O,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,SIGMA
1567,144208826,12348,CCCCCOC(=O)C,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inconclusive antagonist,,,SigmaAldrich
1568,144208868,7895,CCCC(=O)C,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,SigmaAldrich
1569,144208880,676454,C1=CC=C(C=C1)NC(=S)N,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inconclusive antagonist,,,SigmaAldrich
1570,144208886,73670,C1=CC=C(C(=C1)C2=NN=C(N=N2)C3=CC=CC=C3Cl)Cl,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,SigmaAldrich
1571,144208888,2734161,CCCCN1C=C[N+](=C1)C.[Cl-],Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,SigmaAldrich
1572,144208910,3073,CC(C)OP(=O)(C)OC(C)C,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,VWR
1573,144209050,11005,CCCCCCCCCCCCCC(=O)O,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inconclusive antagonist,,,SIGMA
1574,144209070,31357,CCCCOP(=O)(OCCCC)OCCCC,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,SIGMA
1575,144209081,4610,C1CCC(C(C1)N)N,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,SigmaAldrich
1576,144209083,8923,CCCCOCCOCCOCCO,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,SigmaAldrich
1577,144209085,5281,CCCCCCCCCCCCCCCCCC(=O)O,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inconclusive antagonist,,,SIGMA
1578,144209098,13583,CCCCCCCCCCCCN,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,SigmaAldrich
1579,144209099,6327114,CO[P+](=O)OC,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,SigmaAldrich
1580,144209100,13522,CCO[Si](CCC#N)(OCC)OCC,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,SigmaAldrich
1581,144209101,8906,CCCCCCCCCCCCOC(=O)C(=C)C,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inconclusive antagonist,,,SigmaAldrich
1582,144209103,5987,NS(=O)(=O)O,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,SIGMA
1583,144209115,32933,CCCCCCCCCCC=CC1CC(=O)OC1=O,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,Sensient
1584,144209124,4754,CCOC1=CC=C(C=C1)NC(=O)C,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,SIGMA
1585,144209125,7421,CN(C)C1=CC(=CC=C1)O,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,SIGMA
1586,144209136,17004,CC1=CC(=C(C=C1)O)C(C)(C)C,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,SigmaAldrich
1587,144209139,342,CC1=CC(=CC=C1)O,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inconclusive antagonist,,,Alfa Aesar
1588,144209141,31244,COC1=CC=C(C=C1)C=O,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,SIGMA
1589,144209157,60196372,CC1C=C[C-]=C1.[C-]#[O+].[C-]#[O+].[C-]#[O+].[Mn],Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,SigmaAldrich
1590,144209158,7371,C1=CC=C(C=C1)S(=O)(=O)O,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,SigmaAldrich
1591,144209166,4944,CC(C)OC1=CC=CC=C1OC(=O)NC,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,SIGMA
1592,144209174,6327349,CCCCO[P+](=O)OCCCC,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,SigmaAldrich
1593,144209195,3463,CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,SIGMA
1594,144209217,6877,CCOC(=O)C1=CC=CC=C1N,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,SIGMA
1595,144209223,325,CC(C)C1=CC=C(C=C1)CO,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,SigmaAldrich
1596,144209237,10129,CC1CCC2CC1C2(C)C,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,SIGMA
1597,144209239,6923,CC(C)(C)C1=CC=CC=C1O,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,SIGMA
1598,144209269,7720,CCCCC(CC)CO,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inconclusive antagonist,,,SIGMA
1599,144209300,7361,C1=COC(=C1)CO,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,SigmaAldrich
1600,144209338,6853,C1C2=CC=CC=C2C3=CC=CC=C31,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,SigmaAldrich
1601,144209346,83572,CC(C)(C)C(=O)CCl,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,SigmaAldrich
1602,144209379,7948,CC1=CC(=CC(=C1)O)C,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inconclusive antagonist,,,SIGMA
1603,144209421,6991,CC1=CC(=C(C=C1)[N+](=O)[O-])C,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inconclusive antagonist,,,SIGMA
1604,144209440,4837,C1CNCCN1,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,SigmaAldrich
1605,144209510,6544,CC1=CC(=O)CC(C1)(C)C,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inconclusive antagonist,,,SigmaAldrich
1606,144209533,3385,C1=C(C(=O)NC(=O)N1)F,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inconclusive antagonist,,,SIGMA
1607,144209554,13591,C1CCN(C1)N=O,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inconclusive antagonist,,,SigmaAldrich
1608,144209591,6944,CC1=CC=CC=C1[N+](=O)[O-],Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,SIGMA
1609,144209637,5144,C=CCC1=CC2=C(C=C1)OCO2,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,SIGMA
1610,144209659,33557,[N-]=[N+]=[N-].[Na+],Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,SIGMA
1611,144209793,24268,[N+](=O)([O-])[O-].[Na+],Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,SigmaAldrich
1612,144210002,518872,[B-](F)(F)(F)F.[K+],Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,SIGMA
1613,144210022,67688,C1=CC(=C(C=C1[N+](=O)[O-])Cl)F,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,SIGMA
1614,144210080,7296,CC1CCCC1,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,SIGMA
1615,144210176,736715,C1=C(NC=N1)/C=C/C(=O)O,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,SIGMA
1616,170465682,9880,CC(=O)[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C=C(C4=CC(=O)[C@@H]5C[C@@H]5[C@]34C)Cl)C)OC(=O)C,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,Prestwick
1617,170466108,68604,CC1=C(C(=O)N2CCSC2=N1)CCN3CCC(CC3)C(=O)C4=CC=C(C=C4)F,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,GVK
1618,251919683,104556,C1N(CN(CN1CCO)CCO)CCO,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,"Toronto Research Chemicals, Inc."
1619,170465892,91771,C1C(CC2=CC=CC=C2C1C3=C(SC4=CC=CC=C4C3=O)O)C5=CC=C(C=C5)C6=CC=C(C=C6)Br,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,,-228.342,inconclusive antagonist,11.8832,-51.1607,GVK
1620,170465090,41684,CC(=O)OC1=CC=CC=C1C(=O)NC2=NC=C(S2)[N+](=O)[O-],Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,14.3968,-155.971,active antagonist,11.8832,-77.1615,Vitas
1621,144208420,13514,CC(=O)C(Cl)(Cl)Cl,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,8.6634,-153.8,active antagonist,14.8259,-74.1219,ChemService
1622,144210566,53316382,C1=CC(=CC(=C1)F)CN2C3=C(C=C(C=C3)F)C=C2C(=O)NC4=CC5=C(C=C4)NC=C5,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,58.829,-149.329,inconclusive antagonist,61.1306,-54.0802,Pharma
1623,144211112,86138,C1=CC=C(C=C1)C(CCC2=CC=C(C=C2)Cl)(CN3C=NC=N3)C#N,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,34.3762,-148.368,inconclusive antagonist,68.5896,-44.5033,SIGMA
1624,144208424,41684,CC(=O)OC1=CC=CC=C1C(=O)NC2=NC=C(S2)[N+](=O)[O-],Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,11.9742,-146.814,active antagonist,12.9294,-73.1728,Toronto Research
1625,144208104,5930,CNC1=CC=C(C=C1)O.CNC1=CC=C(C=C1)O.OS(=O)(=O)O,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,48.459,-144.159,active antagonist,61.0063,-103.355,SIGMA
1626,170465542,14868,C1=CC(=CC=C1NC(=O)C2=C(C(=CC(=C2)Br)Br)O)Br,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,18.8336,-143.339,active antagonist,13.3332,-54.7305,SIGMA
1627,144206390,119057604,CCC(=O)N([C@H]1CCN(C[C@H]1C)CCC2=CC=CC=C2)C3=CC=CC=C3.Cl,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,58.1475,-142.433,active antagonist,77.5409,-72.2146,RTI
1628,170465351,76973791,CC1=C(C=CC=C1O)C(=O)N[C@@H](CSC2=CC=CC=C2)[C@@H](CN3C[C@H]4CCCC[C@H]4C[C@H]3C(=O)NC(C)(C)C)O.CS(=O)(=O)O.O,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,23.7101,-141.262,active antagonist,28.7255,-92.1689,Tocris
1629,144207692,38221,COC1=C(C=C(C=C1)N)N.OS(=O)(=O)O,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,39.7899,-140.585,active antagonist,60.6885,-42.6403,Alfa Aesar
1630,170465756,65948,CC1=C(C(C(=C(N1)N)C(=O)OC2CN(C2)C(C3=CC=CC=C3)C4=CC=CC=C4)C5=CC(=CC=C5)[N+](=O)[O-])C(=O)OC(C)C,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,26.6032,-140.199,active antagonist,31.0171,-69.2902,Bosche
1631,144208070,8540,C1CCC(CC1)C2=C(C(=CC(=C2)[N+](=O)[O-])[N+](=O)[O-])O,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,6.33284,-139.897,active antagonist,12.1599,-68.3683,ChemService
1632,144210098,16719,C1=CC=C2C(=C1)C(=CC=C2N)N,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,21.6679,-139.82,active antagonist,37.0809,-61.7444,SIGMA
1633,144206880,4257,C1CCN2C(C1)NC(=O)C23CCN(CC3)CCCN4C5=CC=CC=C5CCC6=C4C=C(C=C6)Cl,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,28.7255,-138.546,active antagonist,26.6032,-65.4358,Pharmaron
1634,144207537,11852,C1(=C(C(=C(C(=C1Br)Br)Br)Br)Br)O,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,69.0083,-138.159,active antagonist,74.5135,-39.6751,SIGMA
1635,170466010,122125,COC1=C(C(=C(C=C1)CN2CCN(CC2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F)OC)OC.Cl.Cl,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,26.6032,-137.958,active antagonist,28.1796,-53.9459,Sequoia
1636,144211066,4477,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,2.25385,-137.451,active antagonist,2.52886,-58.2385,SIGMA
1637,144207386,11859,C1=C(C=C(C(=C1Cl)Cl)Cl)O,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,44.3166,-137.139,active antagonist,65.0478,-57.5403,SIGMA
1638,170465785,2793,C1CCN(CC1)C2(CCN(CC2)CCCN3C4=CC=CC=C4CCC5=C3C=C(C=C5)Cl)C(=O)N,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,20.3361,-137.074,active antagonist,23.7101,-93.0657,GVK
1639,144207925,7097,CC(=O)OC(C1=CC=C(O1)[N+](=O)[O-])OC(=O)C,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,57.5943,-135.893,active antagonist,67.15,-47.5403,SigmaAldrich
1640,170466423,177843,CCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.O.O.[Cl-],Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,16.7855,-135.872,active antagonist,26.6032,-50.9048,SIGMA
1641,170466110,60662,CC(C)[C@H]1C2=C(CC[C@@]1(CCN(C)CCCC3=NC4=CC=CC=C4N3)OC(=O)COC)C=C(C=C2)F.Cl.Cl,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,16.7855,-135.054,active antagonist,22.8175,-89.9295,Sequoia
1642,251919791,18156,C1=CC(=CC(=C1)N2C(=O)C=CC2=O)N3C(=O)C=CC3=O,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,54.4827,-134.522,active antagonist,57.711,-105.753,Apollo Scientific
1643,144207800,2734237,CCCCCCN1C=C[N+](=C1)C.[Br-],Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,10.926,-134.261,active antagonist,30.7937,-44.6151,Io-li-tec
1644,170466359,5288209,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)NC2=CC=C(C=C2)O)/C)/C,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,21.9584,-133.993,active antagonist,25.6016,-91.3753,Tocris
1645,144210762,9861124,CNCC1=C(C=CC(=C1)F)OC2=CC(=C(C=C2)Cl)Cl,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,50.4574,-133.811,active antagonist,63.5221,-54.2634,Pfizer
1646,144211972,671,C1=CC=C2C(=C1)C(=CC(=C2O)C(=O)O)O,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,26.278,-133.38,active antagonist,50.4574,-99.6691,SIGMA
1647,144210594,2733525,CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,38.871,-133.365,active antagonist,47.0933,-100.606,SIGMA
1648,144206398,91864482,CCC(=O)N([C@H]1CCN(C[C@H]1C)CCC2=CC=CS2)C3=CC=CC=C3.Cl,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,55.8064,-133.153,active antagonist,74.419,-60.4022,RTI
1649,170466763,73828,COC(=O)C1=C(N=C(C(=N1)Cl)Cl)N,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,21.1317,-132.83,active antagonist,29.8493,-56.1866,GVK
1650,144213959,5352135,CC/C(=C(/C1=CC=C(C=C1)O)\C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,34.5834,-132.794,active antagonist,40.3213,-94.4335,SIGMA
1651,170466216,53388,C[C@@H]1CN(C[C@@H](N1)C)CCCN2C3=CC=CC=C3C4=CC=CC=C42.Cl.Cl,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,23.7101,-132.34,active antagonist,31.0171,-42.7334,Tocris
1652,144208108,13636,C1=C(C(=C(C(=C1Cl)Cl)O)Cl)Cl,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,66.7043,-132.268,active antagonist,74.8435,-37.2912,SIGMA
1653,170466107,135565674,CCCCCCOC(=O)NC(=N)C1=CC=C(C=C1)NCC2=NC3=C(N2C)C=CC(=C3)C(=O)N(CCC(=O)OCC)C4=CC=CC=N4,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,18.1246,-131.725,active antagonist,28.7255,-76.5688,GVK
1654,144208203,638015,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C=O)/C)/C,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,44.696,-131.358,active antagonist,60.7578,-75.1861,SIGMA
1655,144212077,4373502,C1=CC(=CC=C1C2=CSC(=N2)NN)[N+](=O)[O-],Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,20.0875,-131.072,active antagonist,54.4827,-91.0628,Sigma DiscoveryCPR
1656,170465064,208898,CCCCC1=C(C2=C(O1)C=CC(=C2)NS(=O)(=O)C)C(=O)C3=CC=C(C=C3)OCCCN(CCCC)CCCC,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,29.8493,-130.746,active antagonist,32.2305,-91.5771,SIGMA
1657,144210799,7547,C1=CC(=CC=C1NC(=O)NC2=CC(=C(C=C2)Cl)Cl)Cl,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,10.8707,-130.085,active antagonist,17.903,-57.6399,SIGMA
1658,170465995,3191,CC(C)(C)C1=CC=C(C=C1)C(=O)CCCN2CCC(CC2)OC(C3=CC=CC=C3)C4=CC=CC=C4,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,27.644,-130.017,active antagonist,25.6016,-63.5044,Sequoia
1659,144207733,8256,C(=O)C(Br)(Br)Br,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,12.6357,-129.864,active antagonist,37.0054,-89.9188,SIGMA
1660,170464997,4055,CC1=CC(=O)C2=CC=CC=C2C1=O,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,29.8493,-129.861,active antagonist,33.4915,-46.8406,Specs
1661,144210733,2812,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,16.5803,-129.857,inconclusive antagonist,43.2771,-83.7111,LightBiologicals
1662,144212000,15284,CC(=C)C(=O)OCC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)OCC(COC(=O)C(=C)C)O)O,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,10.8707,-129.401,active antagonist,18.6034,-49.1883,SIGMA
1663,170464681,74989,C1CC(CCC1C2=CC=C(C=C2)Cl)C3=C(C4=CC=CC=C4C(=O)C3=O)O,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,19.5704,-129.365,inconclusive antagonist,23.7101,-61.5898,Bosche
1664,170466175,5702162,CC(C1=CC=CC=C1)NCCC(C2=CC=CC=C2)C3=CC=CC=C3.Cl,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,22.8175,-128.823,active antagonist,22.8175,-78.4906,Prestwick
1665,144206452,5281091,CC(C)(C)C(C)([C@H]1C[C@@]23CC[C@@]1([C@H]4[C@@]25CCN([C@@H]3CC6=C5C(=C(C=C6)O)O4)CC7CC7)OC)O.Cl,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,44.6503,-128.58,active antagonist,52.0584,-101.28,RTI
1666,144210418,299,C1(=O)C2(C3(C4(C1(C5(C2(C3(C(C45Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,60.8187,-128.505,active antagonist,65.6706,-68.1493,SIGMA
1667,144211367,13218777,C[C@H]1[C@@H](SC(=O)N1C(=O)NC2CCCCC2)C3=CC=C(C=C3)Cl,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,54.4827,-128.373,inconclusive antagonist,68.5896,-47.6972,SIGMA
1668,170465210,169870,CCCCCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)C(=O)C,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,11.8832,-128.201,active antagonist,33.4915,-57.9214,Bosche
1669,144213796,14425,CCCCCCCCCCCCOC(=O)C1=CC(=C(C(=C1)O)O)O,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,33.082,-127.928,active antagonist,66.0073,-54.7165,Alfa Aesar
1670,170465336,156418,C[C@H](C1=CC=CC2=CC=CC=C21)NCCCC3=CC(=CC=C3)C(F)(F)F.Cl,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,21.1317,-127.829,active antagonist,25.6016,-77.378,Selleck
1671,144206851,119175,CC1C2=NN=C(N2C3=C(C=C(S3)CCC4=CC=C(C=C4)CC(C)C)C(=N1)C5=CC=CC=C5Cl)C,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,22.8175,-127.743,active antagonist,33.4915,-62.6107,Pharmaron
1672,144211300,11485,C1=CC=C(C=C1)NC(=O)CCl,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,46.7296,-127.33,active antagonist,58.829,-81.2157,SIGMA
1673,170466126,23705,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Br-],Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,10.1922,-127.241,active antagonist,20.3361,-61.5673,SIGMA
1674,144210818,6001,CC1=C2C=CC3=CC=CC=C3C2=C(C4=CC=CC=C14)C,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,19.3312,-126.763,active antagonist,56.6142,-83.2136,LightBiologicals
1675,170466067,31280,CCCCCCCCCCCCCCCC[N+](C)(C)CC.[Br-],Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,12.3481,-126.67,active antagonist,17.7801,-56.1562,SIGMA
1676,144207617,31204,CCCCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,20.2715,-126.316,active antagonist,59.3679,-106.102,Sensient
1677,144207302,6537493,C[C@H]1CC[C@@H]2[C@H]([C@H]3[C@@H](N2C1)C[C@@H]4[C@@]3(CC[C@H]5[C@H]4CC=C6[C@@]5(CCC(C6)O[C@H]7[C@@H]([C@H]([C@H]([C@H](O7)CO)O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)O[C@@H]9[C@@H]([C@@H]([C@H]([C@@H](O9)C)O)O)O)C)C)C,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,20.7235,-126.179,active antagonist,22.3767,-89.8394,SIGMA
1678,144212786,161803,C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C(=O)COC4=CC=C(C=C4)Cl.Cl,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,61.1306,-126.177,active antagonist,68.5896,-44.2505,LightBiologicals
1679,144207684,62130,CCN1C2=C(C=C(C=C2)N)C3=CC=CC=C31.Cl,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,44.5133,-126.151,inconclusive antagonist,76.1769,-35.1889,Chemos
1680,144211011,34469,CCCN(CCC)C1=C(C=C(C(=C1[N+](=O)[O-])N)C(F)(F)F)[N+](=O)[O-],Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,34.2714,-126.011,inconclusive antagonist,60.9441,-93.2284,Chemservice
1681,170465081,4659569,CC1=CC=C(C=C1)C(=O)C2=CC(=C(C(=C2)O)O)[N+](=O)[O-],Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,29.8493,-125.818,active antagonist,27.644,-56.03,Sequoia
1682,170465017,5935,CN(CCCl)CCCl.Cl,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,21.1317,-125.74,active antagonist,26.6032,-40.2993,Microsource
1683,144211183,91699,CCCOCC(=NC1=C(C=C(C=C1)Cl)C(F)(F)F)N2C=CN=C2,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,27.2783,-125.226,inconclusive antagonist,30.6067,-77.8496,SIGMA
1684,170465598,5405,CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,14.3968,-125.221,active antagonist,18.1246,-96.3346,Microsource
1685,144207582,2406,C1=C(C=C(C(=C1SC2=C(C(=CC(=C2)Cl)Cl)O)O)Cl)Cl,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,11.7618,-125.218,active antagonist,19.3705,-49.7009,SIGMA
